EAN;CODIGO;DESCRICAO
;9527;MENOP 150MG C/30 CAPS
;9528;MENOP 125MG C/30 CAPS
;9529;MENOPAX C/CICLOFENIL 200MG 20CP
;9530;MENOPLAN CX 30 COMP
;9531;MENOPRIN 0,625MG CX 21 DRG
;9532;MENOPRIN 0,625MG CX 28 DRG
;9533;MENOPUR 75UI CX 1AMP PO LIOF+DIL
;9534;MENOPUR 75UI CX 5 AMP PO LIOF+DIL
;9535;MENOSTRESS 10MG CX 20 COMP
;9536;MENOSTRESS 5MG CX 20 COMP
;9537;MENOTENSIL CX 21 DRG
;9538;MENTABON CX 6 COMP
;9539;MENTABON SUS FR 30ML
;9540;MENTELMIN 100MG CX 6 COMP
;9541;MENTELMIN 20MG SUS 30ML CX 12
;9542;MENTELMIN 20MG SUS CX 200 FR X 30ML EH
;9543;MEPRAMIN 10MG CX 20 COMP
;9544;MEPRAMIN 10MG CX 200 COMP
;9545;MEPRAMIN 25MG CX 20 COMP
;9546;MEPRAMIN 25MG CX 200 COMP
;9547;MEPRAZAN 10MG CX 14 CAP
;9548;MEPRAZAN 20MG CX 14 CAP
;9549;MEPRAZAN 20MG CX 7 CAP
;9550;MEPRAZOL 10MG CX 14 CAP
;9551;MEPRAZOL 20MG CX 14 CAP
;9552;MEPRAZOL 20MG CX 7 CAP
;9553;MEPRAZOL 20MG FR 28 CAP
;9554;MERACILINA 500MU CX 12 COMP
;9555;MERACILINA CX 250 COMP
7897337716307;9556;MERCILON C/21 COMP
7897572000100;9556;MERCILON C/21 COMP
7897337716284;9557;MERCILON 150+20MCG CX 63 COMP
7897572000025;9557;MERCILON 150+20MCG CX 63 COMP
7897572001015;9557;MERCILON 150+20MCG CX 63 COMP
7897337716321;9558;MERCILON CONTI C/28 COMP
7897572002494;9558;MERCILON CONTI C/28 COMP
;9559;MERICOMB 1/1MG C/28 COMP
;9560;MERIGEST 2/0,7MG C/28 COMP
;9561;MERIMONO 1MG C/28 COMP
;9562;MERIONAL 150UI INJ CX 1FA+DIL 2ML
;9563;MERIONAL 75UI INJ CX 1 FA+DIL 2ML
;9564;MERITENE LATA 400G SB BAUNILHA
;9565;MERITENE LATA 400G SB CHOCOLATE
;9566;MERITENE LATA 400G SB MORANGO
;9567;MERONEM IV 1G CX 10 FRASCOS
;9568;MERONEM IV 1G INJ CX 10FA-SIST FECH
;9569;MERONEM IV 500MG CX 10 FA-SIST FECH
;9570;MERONEM IV 500MG CX 10 FRASCOS
;9571;MEROPENEM 0,5G INJ CX 10 FA
;9572;MEROPENEM 1G CX 1 FA+BOLSA
;9573;MEROPENEM 1G CX 10 FA
;9574;MEROPENEM 1G IV INJ CX 10 FA
;9575;MEROPENEM 500MG CX 1 FA+BOLSA
;9576;MEROPENEM 500MG CX 10 FA
;9577;MEROXIL IV 1000MG CX 10FA
;9578;MEROXIL IV 500MG CX 10FA
7896094901148;9579;MERTHIOLATE INCOLOR 30ML NOVO
7896094901155;9580;MERTHIOLATE SPRAY 45ML  NOVO
;9581;MESACOL 250MG C/10 SUP
;9582;MESACOL 400MG C/30 COMP
;9583;MESACOL 500MG C/10 SUP
7896641802980;9584;MESACOL 800MG C/30 COMP
7896004712963;9585;MESALAZINA 800MG CX 30 COMP 10519
;9586;MESALAZINA 800MG CX 30 COMP
7896004712970;9587;MESALAZINA 800MG CX 30 COMP
;9588;MESALAZINA ENEMA EMS 3G PO 100ML 10567
;9589;MESALAZINA ENEMA CX 3ENV X 3G+DIL X 100M
;9590;MESALAZINA ENEMA ENV 3G X 100ML DIL
;9591;MESALGIN 100MG CX 10 COMP
;9592;INAT.MESIGYNA INJ 1ML C/SER PRE-CARR
;9593;MESILATO DE BROMOCRIPTINA 2,5MG FR 14 CO
;9594;MESIL DOXAZOSINA SAN 2MG C/10 CP
;9595;MESIL DOXAZOSINA MED 2MG C/30 CP
;9596;MESILATO DE DOXAZOSINA 2MG CX 30 COMP
7897595602510;9597;MESIL DOXAZOSINA SAN 2MG C/30 CP
7896004712499;9598;MESIL DOXAZOSINA 2MG 30 COMPRIMIDOS
;9599;MESIL DOXAZOSINA GMD 2MG C/30 CP
;9600;MESILATO DE DOXAZOSINA 2MG FR 10 COMP
;9601;MESIL DOXAZOSINA MER 2MG 30 COMP
;9602;MESIL DOXAZOSINA SAN 4MG C/10 CP
7897595602527;9603;MESIL DOXAZOSINA SAN 4MG C/30 CP
;9604;MESIL DOXAZOSINA MER 4MG 30COMP
;9605;MESMERIN 1MG C/20 COMP        B1
;9606;MESMERIN 2MG C/20 COMP        B1
;9607;MESNA 400MG INJ CX 10 AMP X 4ML
;9608;MESOPRAN 10MG CX 14 CAP
;9609;MESOPRAN 20MG CX 14 CAP
7893454100562;9610;MESTINON 60MG C/60 COMP
7893454101569;9610;MESTINON 60MG C/60 COMP
7898168005592;9610;MESTINON 60MG C/60 COMP
;9611;METADEX 1MG CREME BG 10G
;9612;METADEX CX 20 COMP
;9613;METADON 10MG CX 10 AMP X 1ML
;9614;METADON 10MG FR 20 CAP
20800750165;9616;METAMUCIL CX 10 SACH SB LARANJA.
;9617;inat.METAMUCIL FR X 174G SB LARANJA
;9618;METAXON 4MG CX 50FA X 2,5ML
;9619;METCORT CREME BG 10G
;9620;METFORDIN 500MG CX 30 COMP
;9621;METFORDIN 850MG CX 30 COMP
;9622;METFORMED 500MG CX 30 COMP
;9623;METFORMED 850MG CX 30 COMP
;9624;METFORMINA 1G CX 30 COMP
;9625;METFORMINA 500MG CX 30 COMP
;9626;METFORMINA 500MG CX 60 COMP
;9627;METFORMINA 850MG CX 30 COMP
;9628;METFORMINA 850MG CX 60 COMP
;9629;METFORMIX 500MG CX 48 COMP
;9630;METFORMIX 850MG CX 48 COMP
;9631;METHERGIN 0,125MG C/12 DRG    D1
;9632;METHERGIN 0,2MG INJ 50 AMP X 1ML
;9633;METICONE SOL GTS FR 10ML
;9634;INAT.METICORTEN 20MG C/10 COMP
7891142158130;9635;METICORTEN 5MG C/20 COMP
7897337712590;9635;METICORTEN 5MG C/20 COMP
;9636;METILBIO 250MG CX 30 COMP
;9637;METILBIO 500MG CX 30 COMP
;9638;METILCORD 250MG CX 30 COMP
;9639;METILCORD 500MG CX 30 COMP
;9640;METILDOPA BIO 250MG C/30 COMP
7896004703480;9641;METILDOPA EMS 250MG C/30 COMP 10149
;9642;METILDOPA MED 250MG C/30 COMP
;9643;METILDOPA 250MG FR 30 COMP
;9644;METILDOPA MED 500MG C/30 COMP
;9645;METILDOPA BIO 500MG C/30 COMP
7896004703473;9646;METILDOPA EMS 500MG C/30 COMP 10147
;9647;METILDOPA 500MG FR 30 COMP
;9648;METILPRESS 250MG C/30 COMP
;9649;METILPRESS 500MG C/30 COMP
;9650;METILVITA 250MG 50 BL X 10 COMP
;9651;METILVITA 250MG CX 30 COMP
;9652;METILVITA 500MG 50 BL X 10 COMP
;9653;METILVITA 500MG CX 30 COMP
;9654;METIOCOLIN B-12 C/40 DRG
;9655;METIOCOLIN COMPST FLAC 10ML
;9656;METIOCOLIN COMPOSTO 10+50+10MG+0,5MCG (FRACIONADO)
;9657;METOCLOPRAMIDA 10MG INJ CX 100 AMP X 2ML
;9658;METOCLOSAN 10MG CX 20 COMP
;9659;METOCLOSAN 4MG SOL GTS FR 10ML
;9660;METOPLAMIN 10MG CX 20 COMP
;9661;METOPRIN CX 12 COMP
;9662;METOPRIN SUS FR 100ML
7896014669028;9663;METREXATO 2,5MG CX 24 COMP
;9664;METREXATO 2,5MG CX 240 COMP
;9665;METREXATO 2,5MG CX 25 COMP
;9666;METREXATO 2,5MG CX 9 COMP
;9667;METRI 1000MG C/30 COMP
;9668;METRI 500MG C/30 COMP
;9669;METRI 750MG C30 COMP
;9670;METRODAX 200MG SUS FR 80ML
;9671;METRODAX 250MG CX 20 COMP
;9672;METRONIDAN 250MG CX 20 COMP
;9673;METRONIDAN 4% PED FR 100ML
;9674;METRONIDAZOL 100MG GEL BG 50G+10APLIC
;9675;METRONIDAZOL 100MG GEL VAG 50BG X 50G+AP
;9676;METRONIDAZOL 100MG GEL VAG 50G+APLIC
7895296279017;9677;METRONIDAZOL 100MG GEL VAG BG 50G+APLIC
;9678;METRONIDAZOL 100MG GELEIA BG 50G+10 APLI
;9679;METRONIDAZOL 100MG/G GEL VAG BG 50G+APLI
;9680;METRONIDAZOL 100MG/ML GEL VAG 50BG X 50G
;9681;METRONIDAZOL 10MG GEL VAG BG 50G+10APLIC
7896714205809;9682;METRONIDAZOL 250MG CX 20 COMP
;9683;METRONIDAZOL EMS 250MG C/20 COMP
;9684;METRONIDAZOL EMS 400MG C/24 COMP
;9685;METRONIDAZOL 500MG GEL BG 50G
;9686;METRONIDAZOL EMS 500MG GEL VAG
;9687;METRONIDAZOL GEL VAG BG 50G+10APLIC
;9688;METRONIDAZOL+NISTATINA 100MG/20MUI CRE V
;9689;METRONIDAZOL+NISTATINA 100MG+20MUI CRE V
;9690;METRONIDAZOL+NISTATINA 100MG+20MUI CRE V
7898148294435;9691;METRONIDAZOL+NISTATINA 100MG+20MUI/G CRE
;9692;METRONIL 100MG GELEIA VAG BG 50G
;9693;METRONIL 250MG CX 20 COMP
;9694;METRONIL 40MG SUS ORAL FR 100ML
;9695;METRONIN 250MG CX 20 COMP
;9696;METRONIN 40MG SUS ORAL 100ML
;9697;METROTIX 100MG GELEIA VAG BG 50G+APLIC
;9698;METROTIX 250MG CX 20 COMP
;9699;METROTIX 400MG CX 20 COMP
;9700;METROTIX 400MG CX 24 COMP
;9701;METROTIX 40MG SUS ORAL FR 80ML
;9702;METROVAL 250MG FR 20 COMP
;9703;METROVAL 4% SUS ORAL FR 100ML+COPO
;9704;METROVAL GELEIA BG 50G+APLIC
;9705;METROZOL SUS FR 80ML
;9706;METVIX 0,16% BG 2G
;9707;MEVALOTIN 10MG CX 30 COMP
;9708;MEVALOTIN 20MG CX 30 COMP
;9709;MEVALOTIN 40MG CX 30 COMP
;9710;MEVAMOX 15MG CX 10 COMP
;9711;MEVILIP 10MG CX 30 COMP
;9712;MEVILIP 20MG CX 30 COMP
;9713;MEVILIP 40MG CX 10 COMP
;9714;MEVILIP 5MG CX 30 COMP
;9715;MEVILIP 80MG CX 10 COMP
;9716;MEXITIL 100MG CX 20 CAP
;9717;MEXITIL 200MG CX 30 CAP
;9718;MIACALCIC 100UI INJ CX 5 SER X 1ML
;9719;MIACALCIC 200UI SOL NAS NEB FR 2ML
;9720;MIACALCIC 50UI INJ CX 5 SER X 0,5ML
;9721;MIANTREX CS 1G SOL INJ CX 1FA
;9722;MIANTREX CS 500MG SOL INJ CX 1FA
;9723;MIANTREX CS 50MG SOL INJ CX 1FA
;9724;MICADEN 10MG CREME BG 40G+7APLIC
;9725;MICARDIS 40MG C/14 COMP
;9726;MICARDIS 40MG C/28 COMP
;9727;MICARDIS 80MG CX 14 COMP
;9728;MICARDIS 80MG C/28 COMP
;9729;MICARDIS HCT 40/12,5MG C/14 COMP
;9730;MICARDIS HCT 40/12,5MG C/28 COMP
;9731;MICARDIS HCT 80/12,5MG C/14 COMP
;9732;MICARDIS HCT 80/12,5MG C/28 COMP.
;9733;MICETAL CR 15G
;9734;MICETAL CR 30G
;9735;MICETAL SOL 30ML
;9736;MICLOMAZOL CREME BG 20G
;9737;MICLOMAZOL SOL SPRAY 30ML
;9738;MICLONAZOL 10MG CREME BG 20G
;9739;MICOCILIL FR 50ML
;9740;MICOFENOLATO MOFETIL G 500MG CX 50 COMP
;9741;MICOFIM CREME 28G
;9742;MICOGYN CREME VAG BG 80G
7897129300240;9743;MICOLAMINA ESMALTE 6G
;9744;MICOLAMINA LOC CREMOSA 20G
;9745;MICOLAMINA LOC SPRAY 30ML
;9746;MICONAL 100MG CX 10 CAP
;9747;MICONAL 100MG CX 15 CAP
;9748;MICONAL 100MG CX 4 CAP
;9749;MICONASTIN CREME VAG BG 60G
;9750;MICONAZOL 2% CREME BG 80G
;9751;MICONAZOL 2% LOCAO DERM FR 30ML
;9752;MICONIL LOCAO FR 30ML
;9753;MICOPLEX 50+6MG POM BG 45G
;9754;MICORAL 20MG C/10 COMP
;9755;MICORAL CX 1 ENV X 10 COMP
;9756;MICOSBEL CX 60 SAB
;9757;MICOSBEL LOCAO CREM FR 30G
;9758;MICOSBEL POM BG 30G
;9759;MICOSBEL SUS ORAL FR 60ML
;9760;MICOSIL 1% CREME BG 20G
;9761;MICOSNAT SOL FR 30ML
;9762;MICOSTAL SUS ORAL FR 50ML
;9763;MICOSTATIN CREME VAG 60G
;9764;MICOSTATIN SUSP 50ML
;9765;MICOSTATIN 500MUI CX 16 DRG
;9766;MICOSTEN 10MG CREME BG 20G
;9767;MICOSTEN 10MG SPRAY FR 30ML
;9768;MICOSTYL CREME 45G
;9769;MICOSTYL LOC 60ML
;9770;MICOTIAZOL SOL TOP FR 50ML
;9771;MICOTRAT 200MG CX 10 COMP
;9772;MICOTRAT 200MG CX 20 COMP
;9773;MICOTRAT 20MG CREME BG 30G
;9774;MICOTRAT CREME BG 20G
;9775;MICOTRAT SPRAY FR 30ML
;9776;MICOTRICIN SOL TOP 20ML
;9777;MICOTRIN 2% LOCAO FR 30ML
;9778;MICOZEN 2% CREME VAG 80G
;9779;MICOZEN 2% LOCAO FR 30ML
7897337716345;9780;MICRODIOL C/21 COMP
7897572000230;9780;MICRODIOL C/21 COMP
;9781;MICRONOR 0,35MG C/35 COMP
7894916503792;9782;MICROPIL 30 C/21 COMP
7894916206419;9783;MICROPIL BLT C/21 COMP
;9784;MICROPIL R CX 28 DRG
;9785;MICROVACIN C/45 CAPS        NOVO
7891106905961;9786;MICROVLAR C/21 DRG        NOVO
7891106913997;9786;MICROVLAR C/21 DRG        NOVO
7896006201618;9786;MICROVLAR C/21 DRG        NOVO
7896116860217;9786;MICROVLAR C/21 DRG        NOVO
;9787;MICTASOL SIMPLEX FR 40 DRG
;9788;MICTASOL SULFA FR 20 DRG
;9789;MICTRIN 50MG CX 20 COMP
;9790;MIDAZOLAM 15MG CX 20 COMP
;9791;MIDAZOLAM 15MG CX 30 COMP
;9792;MIDAZOLAM 15MG CX 5 AMP X 3ML
;9793;MIDAZOLAM 50MG CX 5 AMP X 10ML
;9794;MIDAZOLAM 5MG CX 5 AMP X 5ML
;9795;MIDAZOLAM 7,5MG CX 20 COMP
;9796;MIDAZOLAN 15MG INJ CX 5AMP X 3ML
;9797;MIFLASONA 200MG C/60 CAPS
;9798;MIFLASONA 400MG C/60 CAPS
;9799;MIFLONIDE 200MG C/60 CAPS
;9800;MIFLONIDE 400MG C/60 CAPS
;9801;MIGRALIV C/12 COMP            D1
;9802;MIGRANE C/20 COMP            D1
;9803;MIGRANETTE C/20 COMP
;9804;MIGRANETTE SOL GTS FR 20ML
;9805;MILAX SUS FR 240ML
;9806;MILTEX 60MG SOL TOP FR 10ML
;9807;MINAZOL CX 20 DRG
;9808;MINEGYL 250MG CX 20 COMP
;9809;MINEGYL GELEIA VAG 50G
;9810;MINEGYL NISTATINA CREME VAG BG 50G
;9811;MINEGYL SUS FR 80ML
;9812;MINERALIS COBRE 3MG FR 30 CAP
;9813;MINERALIS CROMO 0,2MG FR 30 CAP
;9814;MINERALIS MAGNESIO 150MG FR 30 CAP
;9815;MINERALIS MANGANES 5MG FR 30 CAP
;9816;MINERALIS ZINCO 15MG FR 30 CAP
;9817;MINEROVIT CX 30 COMP
;9818;MINESSE C/24 COMP
7896094201354;9819;MINIAN CX 21 COMP
;9820;MINIDEX SOL OFT FR 5ML
;9821;MINIDIAB 5MG C/30 COMP    NOVO
7891317000677;9822;MINILAX 6,5G C/7 BISNG
7891317015176;9822;MINILAX 6,5G C/7 BISNG
7899640807277;9822;MINILAX 6,5G C/7 BISNG
7896422507547;9823;MINIMA C/24+4 COMP REV
;9824;MINIPIL 2 POST C/2 COMP
;9825;MINIPIL 30MCG C/35 COMP
;9826;MINIPRESS SR 1MG C/15 CAPS
;9827;MINIPRESS SR 2MG C/15 CAPS
;9828;MINIPRESS SR 4MG C/15 CAPS
;9829;MINODERM 100MG CX 10 COMP
;9830;MINOMAX 100MG FR 30 COMP
;9831;MINOTON 0,24G CX 100 AMP X 10ML
;9832;MINULET C/21 DRG
;9833;MINUSORB 70MG C/4 COMP
;9834;MINUSORB CX 15 COMP
;9835;MINUSORB CX 30 COMP
;9836;MIOCALVEN 200MG C/60 COMP
;9837;MIOCALVEN D C/30 SACHES 4G
;9838;MIOCALVEN D C/60 SACHES 4G
7898049790593;9839;MIOCARDIL 30MG CX 30 COMP
;9840;MIO-CITALGAN C/20 COMP
;9841;MIOCOR 200MG CX 20 COMP
;9842;MIODAREN 200MG CX 20 COMP
;9843;MIODARID 200MG CX 20 COMP
;9844;MIODARON 200MG C/20 COMP
;9845;MIODON 100MG CX 30 COMP
;9846;MIODON 200MG C/30 COMP
;9847;MIODON 50MG SOL INJ 50 AMP X 3ML
;9848;MIODRINA 10MG CX 10 AMP X 5ML
;9849;MIODRINA 10MG CX 20 COMP
;9850;MIODRINA 15MG CX AMP X 10ML
;9851;MIOFLEX C/16 COMP
7897322701998;9852;MIOFLEX-A C/12 COMP
7897322714462;9852;MIOFLEX-A C/12 COMP
;9853;MIONEVRIX C/20COMP
;9854;MIORRELAX CP CX 20 COMP
;9855;MIORRELAX CX 100 COMP
7896637023665;9856;MIOSAN 10MG C/10 COMP REV
7896637022842;9857;MIOSAN 10MG C/30 COMP REV
7896637023658;9858;MIOSAN 5MG C/10 COMP REV
7896637022835;9859;MIOSAN 5MG C/30 COMP REV
;9860;MIRABEL SOL OFT FR 10ML
;9861;MIRALIS CX 30 COMP
;9862;MIRAPEX 0,125MG CX 30 COMP
;9863;MIRAPEX 0,25MG CX 30 COMP
;9864;MIRAPEX 1MG CX 30 COMP
;9865;MIRELLE C/24 COMP
7896658008559;9866;MIRTAX 10MG C/15 COMP
7896658005985;9867;MIRTAX 10MG C/30 COMP
7896658008542;9868;MIRTAX 5MG C/15 COMP
7896658005978;9869;MIRTAX 5MG C/30 COMP
;9870;MIRTAZAPINA 30MG CX 14 COMP
;9871;MIRTAZAPINA 30MG CX 28 COMP
;9872;MIRTAZAPINA 30MG CX 7 COMP
;9873;MIRTAZAPINA NOV 45MG C/28CP   C1
;9874;MISOSTOL 20MG INJ CX 1FA+DIL
;9875;MITEXAN 400MG CX 20 COMP
;9876;MITEXAN 400MG INJ CX 10 AMP X 4ML
;9877;MITEXAN 600MG CX 20 COMP
;9878;MITICOCAN 100MG SAB 80G +5% IPI
;9879;MITICOCAN 200MG SOL FR 100ML
;9880;MITOCIN 5MG INJ CX 1FA
;9881;MITOXAL 20MG INJ CX 1FA X 10ML
;9882;MITOXAL 30MG INJ CX 1FA X 15ML
;9883;MIZONOL 20MG CREME DERM BG 28G
;9884;MM EXPECTORANTE XPE 120ML
;9885;MM XPE FR 120ML
;9886;MM XPE FR 200ML
;9887;MOBEN CX 6 COMP
;9888;MOBEN SUS FR 30ML
;9889;MOBILAT GEL BG 40G
;9890;MOBILAT POM BG 40G
;9891;MOBILISIN COMPOSTO POM BG 40G
;9892;MOCLOBEMIDA 300MG CX 30 COMP
;9893;MODERINE C/20 COMP      B2 UQ
;9894;MODIFICAL 4MG INJ CX 10 AMP
;9895;MODIFICAL 8MG INJ CX 10 AMP
;9896;MODURETIC 25/2,5MG C/30COMP-NOVO
;9897;MODURETIC 50/5MG C/30 COMP -NOVO
7896637022774;9898;MOMENT 0,025% CREME TOP BG 50G
7896637023122;9899;MOMENT 0,025% LOCAO TOP FR 60ML
7896637022781;9900;MOMENT 0,075% CREME TOP BG 50G
;9901;MONICIL 2% SUS ORAL FR X 50ML
;9902;MONICIL 300MG CX 10 CAP
;9906;MONOCORDIL 10MG INJ 12AMP X 5ML
;9907;MONOCORDIL 10MG INJ 50AMP X 1ML
;9908;MONOCORDIL 20MG C/20 COMP
7897851250561;9909;MONOCORDIL 20MG C/30 COMP
;9910;MONOCORDIL 40MG C/20 COMP
7897851250585;9911;MONOCORDIL 40MG C/30 COMP
;9912;MONOCORDIL 50MG CX 24 CAP RET
7897851250387;9913;MONOCORDIL SUBL 5MG C/30 COMP
;9914;MONONINE 1000UI INJ CX 1FA+DIL 10ML
;9915;MONONINE 250UI INJ CX 1FA+DIL 2,5ML
;9916;MONONINE 500UI INJ CX 1FA+DIL 5ML
;9917;MONONI ISOSSORBIDA BIO 20MG 20CP
7896181908302;9918;MONONI ISOSSORBIDA BIO 20MG 30CP
7898910350062;9919;MONONITRATO DE ISOSSORBIDA 20MG CX 30 CO
;9920;MONONI ISOSSORBIDA BIO 40MG 20CP
;9921;MONONITRATO DE ISOSSORBIDA 40MG CX 20 CO
7896181906384;9922;MONONI ISOSSORBIDA BIO 40MG 30CP
;9923;MONOPLUS 10+12,5MG FR 16 COMP
;9924;MONOPLUS 10+12,5MG FR 30 COMP
;9925;MONOPRIL 10MG C/16 COMP
;9926;MONOPRIL 10MG C/30 COMP.
;9927;MONOPRIL 20MG C/30 COMP
;9928;MONOTREAN B6 C/30 DRG
;9929;MONOTREAN C/30 DRG
;9930;MONOZOL 400MG CX 1 COMP
;9931;MONOZOL SUS OR FR 15ML
7898074614178;9932;MONURIL 3G GRAN C/1 ENV PO
7891010256388;9933;MOTILIUM 10MG C/30 COMP
7896212429738;9933;MOTILIUM 10MG C/30 COMP
7891010256395;9934;MOTILIUM 10MG C/60 COMP
7896212429745;9934;MOTILIUM 10MG C/60 COMP
7896212414468;9935;MOTILIUM 1MG  SUSP 100ML
;9936;MOTIVEN 300MG CX 30 CAP
;9937;MOTRIN 600MG C/30 COMP
;9938;MOVACOX 15MG CX 10 COMP
;9939;MOVACOX 7,5MG CX 10 COMP
;9940;MOVATEC 15MG C/10 CP
;9941;MOVATEC 15MG C/5 AMP 1,5ML (FRACIONADO)
;9942;MOVATEC 7,5MG C/10 COMP (FRACIONADO)
;9943;MOVOXICAM 15MG FR 10 COMP
;9944;MOVOXICAM 7,5MG FR 10 COMP
;9945;MOXIPLUS 500MG CX 21 CAP
;9946;MUCIBRON XPE ADU FR 100ML
;9947;MUCIBRON XPE PED FR 100ML
;9948;MUCOCETIL 100MG GRAN CX 16ENV X 5G
;9949;MUCOCETIL 200MG GRAN CX 16ENV X 5G
;9950;MUCOCETIL 600MG GRAN CX 16ENV X 5G
;9951;MUCOCETIL SOL NAS GTS FR 12ML
;9952;MUCOCETIL XPE FR 100ML
;9953;MUCOCETIL XPE FR 150ML
;9954;MUCOCIS AD XPE FR 100ML
;9955;MUCOCIS GTS 20ML
;9956;MUCOCIS INF XPE FR 100ML
;9957;MUCOCISTEIN XPE ADU FR 100ML
;9958;MUCOCISTEIN XPE INF FR 100ML
;9959;MUCOCLEAN 15MG XPE PED FR 120ML
;9960;MUCOCLEAN 30MG XPE ADU FR 120ML
7896006240419;9961;MUCOFAN XPE PED 100ML       NOVO
;9962;MUCOFAN GTS 20ML            NOVO
7896006240457;9963;MUCOFAN XPE AD 100ML        NOVO
;9964;MUCOFLUX 100MG PED 100ML
;9965;MUCOFLUX 250MG AD 100ML
;9966;MUCOLIN 30MG CX 20 COMP
;9967;MUCOLIN 3MG/ML PED 120ML
;9968;MUCOLIN 6MG/ML AD 120ML
;9969;MUCOLIN 7,5MG/ML SOL ORAL 60ML
;9970;MUCOLISIL 250MG/5ML XPE FR 100ML
;9971;MUCOLITIC AD 250MG LAR 15ENV 4G
;9972;MUCOLITIC GTS PED 20ML
;9973;MUCOLITIC XPE AD 100ML
;9974;MUCOLITIC XPE INF 100ML
;9975;MUCOLIX 100MG XPE PED FR 100ML
;9976;MUCOLIX 250MG XPE AD 100ML
;9977;MUCOLIX 50MG SOL ORAL GTS FR 20ML
;9978;CARBOCISTEINA  MEDQUIM XPE ADU FR 100ML
;9979;CARBOCISTEINA MEDQUIM XPE INF FR 100ML
7896026300544;9980;MUCOSOLVAN XPE PED 120ML
7891058021573;9980;MUCOSOLVAN XPE PED 120ML
7891058021566;9981;MUCOSOLVAN XPE AD 120ML
7896026300537;9981;MUCOSOLVAN XPE AD 120ML
;9982;MUCOSOLVAN 7,5MG SOL ORAL 50ML
;9983;MUCOTOSS AD C/100ML
;9984;MUCOTOSS INF C/100ML
;9985;MUCOVIT XPE ADU FR 120ML
;9986;MUCOVIT XPE INF FR 120ML
;9987;MUCOXOLAN 15MG XPE INF 120ML
;9988;MUCOXOLAN 30MG XPE ADU 120ML
7899640804160;9989;MUD CR 10G
7891317427320;9989;MUD CR 10G
7891317015213;9989;MUD CR 10G
;9990;MUD POM 10G
;9991;MULTIELMIN 100MG CX 50ENV X 6 COMP
;9992;MULTIELMIN 100MG CX 6 COMP
;9993;MULTIELMIN 20MG SOL CX 50FR X 30ML
;9994;MULTIELMIN 20MG SUS FR 30ML
;9995;MULTIGRAN 500MG CX 25 BL X 12 CAP
;9996;MULUNGU XPE FR 100ML
;9997;MUNOLAN CX 45 COMP SUBLING
;9998;MUNOLAN SOL GTS FR 10ML
;9999;MUPHORAN FR-AMP
;10000;MUPIROCINA CRI 2% 15GR
;10001;MURAZYME POM 40G
;10002;MURAZYME POM BG 20G
;10003;MURICALM SOL ORAL 10ML
;10004;MURICALM XPE 120ML
;10005;MUSCORIL CR 0.25MG 30G
;10006;MUSCORIL 4MG C/12 COMP
;10007;MUSCORIL 4MG INJ CX 3AMP X 2ML
7896094201637;10008;MUVINLAX C/20 ENV 14G
;10009;MUVINOR 500MG C/30 CAPS
;10010;MY CHECK KIT TESTE GRAVIDEZ
;10011;MYCEL GYNO CREME VAG BG 40G+APLIC
;10012;MYCOSPOR CR 15G
;10013;MYCOSPOR SPRAY 15ML
7896548112229;10014;MYDRIACYL COL 1% 5ML
;10015;MYFORTIC 180MG CX 120 COMP
;10016;MYFORTIC 360MG CX 120 COMP
;10017;MYLANTA BOLSO 12X12COMP. MENTA
;10018;MYLANTA
7891010256425;10019;MYLANTA PLUS 240ML SUSP.
7891268404029;10019;MYLANTA PLUS 240ML SUSP.
7891010256432;10020;MYLANTA PLUS 240ML SUSP. MORANGO
7891268404036;10020;MYLANTA PLUS 240ML SUSP. MORANGO
;10021;MYLANTA PLUS CX 36 COMP MAST
;10022;MYLANTA PLUS CX 36 COMP MAST SB MORANGO
;10023;MYLERAN 2MG CX 25 COMP
7891010256371;10024;MYLICON GTS 15ML
7896212410057;10024;MYLICON GTS 15ML
;10025;MYRAFER C/60 COMP
;10026;MYRAFER FOLICO 14MG+200MCG FR 30 COMP
;10027;MYRAFER FOLICO F 30MG C/30 COMP
;10028;MYRAFORT F FR 30 COMP
;10029;MYRAFORT FR 30 COMP
;10030;MYRAVIT C/30 COMP
;10031;MYRAVIT GEST FR 30 COMP
;10032;MYRAVIT LAC C/30 COMP
;10033;NAABAK SOL FR 5ML
;10034;NAAXIA COL 5ML
;10035;NAC 200MG GRAN 16 ENV X 5G
;10036;NAC 20MG XPE FR 100ML
;10037;NAC 20MG XPE PED 150ML
;10038;NAC 40MG XPE ADU FR 120ML
;10039;NAC 40MG XPE AD 150ML
;10040;NAC 600MG GRAN C/16 ENV 5G
;10041;NACADEN SOL FR 20ML
;10042;NADERM 0,5+20+2,5MG CREME DERM BG 30G
;10043;NADERM 0,5+20+2,5MG POM BG 30G
;10044;NAETENE FR 30 CAP
;10045;NALDECON BEBE SOL ORAL GTS FR 15ML
;10046;NALDECON DIA C/24 COMP
;10047;NALDECON DIA DISPLAY 25X4 COMP
7896016806261;10048;NALDECON NOITE C/24 COMP
7896016805172;10049;NALDECON NOITE 50X4COMP.
7896016806247;10049;NALDECON NOITE 50X4COMP.
7896016806254;10049;NALDECON NOITE 50X4COMP.
;10050;NALDECON LIQ 60ML
;10051;NALLE C/30 CAPS
;10052;NALURIL 500MG CX 56 COMP
;10053;NAOX 5UI CX 50 AMP X 1ML
